"Date","Price","Open","High","Low","Vol.","Change %"
"11/28/2019","1.9506","1.9430","1.9608","1.9352","","0.27%"
"11/27/2019","1.9453","1.9529","1.9716","1.9385","83.39K","-0.65%"
"11/26/2019","1.9580","1.9416","1.9646","1.9379","70.94K","0.81%"
"11/25/2019","1.9423","1.9343","1.9450","1.9220","66.28K","0.73%"
"11/22/2019","1.9283","1.9379","1.9584","1.9185","78.36K","-0.76%"
"11/21/2019","1.9431","1.8904","1.9453","1.8810","73.60K","2.79%"
"11/20/2019","1.8904","1.8548","1.9111","1.8441","92.36K","1.88%"
"11/19/2019","1.8555","1.8940","1.9031","1.8509","84.60K","-2.36%"
"11/18/2019","1.9004","1.9514","1.9514","1.8903","61.32K","-2.21%"
"11/15/2019","1.9433","1.9142","1.9563","1.8993","55.64K","1.50%"
"11/14/2019","1.9145","1.9107","1.9364","1.9102","37.05K","0.26%"
"11/13/2019","1.9095","1.8932","1.9194","1.8663","71.16K","0.76%"
"11/12/2019","1.8951","1.9119","1.9185","1.8894","62.94K","-0.74%"
"11/11/2019","1.9092","1.9140","1.9281","1.8889","53.69K","-0.21%"
"11/08/2019","1.9132","1.9137","1.9190","1.8669","62.48K","-0.07%"
"11/07/2019","1.9146","1.9220","1.9401","1.9063","57.44K","-0.33%"
"11/06/2019","1.9209","1.9534","1.9621","1.9139","41.99K","-1.50%"
"11/05/2019","1.9501","1.9380","1.9549","1.9319","38.37K","0.85%"
"11/04/2019","1.9336","1.9317","1.9565","1.9190","49.06K","0.46%"
"11/01/2019","1.9247","1.8663","1.9276","1.8654","57.92K","2.61%"
"10/31/2019","1.8758","1.9019","1.9165","1.8594","94.22K","-1.39%"
"10/30/2019","1.9022","1.9461","1.9535","1.8950","87.25K","-2.25%"
"10/29/2019","1.9459","1.9537","1.9611","1.9209","81.84K","-0.40%"
"10/28/2019","1.9537","1.9700","1.9788","1.9460","72.98K","-0.86%"
"10/25/2019","1.9707","1.9748","1.9768","1.9403","83.62K","-0.21%"
"10/24/2019","1.9748","1.9550","1.9799","1.9420","89.95K","1.16%"
"10/23/2019","1.9522","1.9319","1.9548","1.9065","114.84K","1.18%"
"10/22/2019","1.9294","1.9255","1.9529","1.9166","77.59K","0.32%"
"10/21/2019","1.9232","1.9316","1.9332","1.8959","57.31K","-0.34%"
"10/18/2019","1.9298","1.9361","1.9455","1.9169","66.52K","-0.18%"
"10/17/2019","1.9333","1.9213","1.9380","1.9043","67.01K","0.20%"
"10/16/2019","1.9295","1.9032","1.9384","1.8976","72.37K","1.52%"
"10/15/2019","1.9006","1.9024","1.9220","1.8804","65.51K","-0.25%"
"10/14/2019","1.9053","1.9408","1.9465","1.8915","93.18K","-1.83%"
"10/11/2019","1.9408","1.9170","1.9501","1.9076","65.58K","2.00%"
"10/10/2019","1.9027","1.9011","1.9181","1.8694","75.31K","0.23%"
"10/09/2019","1.8984","1.8835","1.9228","1.8821","73.37K","0.40%"
"10/08/2019","1.8909","1.8889","1.8997","1.8588","61.96K","0.27%"
"10/07/2019","1.8858","1.8768","1.9150","1.8714","57.07K","0.31%"
"10/04/2019","1.8800","1.8635","1.8953","1.8633","68.35K","0.89%"
"10/03/2019","1.8635","1.8605","1.8693","1.8151","67.48K","0.03%"
"10/02/2019","1.8629","1.8941","1.9025","1.8489","47.00K","-1.36%"
"10/01/2019","1.8885","1.8906","1.9124","1.8770","45.65K","-0.46%"
"09/30/2019","1.8972","1.9421","1.9500","1.8957","58.48K","-2.00%"
"09/27/2019","1.9360","1.9506","1.9608","1.9108","73.13K","-0.74%"
"09/26/2019","1.9505","1.9497","1.9598","1.9203","54.29K","0.04%"
"09/25/2019","1.9497","1.9506","1.9541","1.9174","55.95K","-0.68%"
"09/24/2019","1.9630","1.9862","1.9911","1.9449","68.97K","-1.48%"
"09/23/2019","1.9925","2.0159","2.0189","1.9671","49.68K","0.53%"
"09/20/2019","1.9820","2.0078","2.0130","1.9793","52.53K","-0.87%"
"09/19/2019","1.9994","1.9716","2.0223","1.9668","71.24K","1.46%"
"09/18/2019","1.9706","1.9823","2.0000","1.9572","48.33K","-0.92%"
"09/17/2019","1.9889","2.0570","2.0935","1.9664","89.78K","-4.36%"
"09/16/2019","2.0796","1.9816","2.0921","1.9816","88.86K","10.80%"
"09/13/2019","1.8769","1.8869","1.8898","1.8616","35.79K","-0.41%"
"09/12/2019","1.8847","1.9054","1.9149","1.8515","43.58K","-0.98%"
"09/11/2019","1.9034","1.9428","1.9529","1.8899","48.47K","-1.50%"
"09/10/2019","1.9323","1.9337","1.9635","1.9276","45.77K","0.18%"
"09/09/2019","1.9289","1.8991","1.9378","1.8991","30.61K","1.45%"
"09/06/2019","1.9013","1.8863","1.9102","1.8460","27.17K","0.64%"
"09/05/2019","1.8892","1.8774","1.9209","1.8761","35.01K","0.43%"
"09/04/2019","1.8812","1.8078","1.8861","1.8037","39.49K","4.17%"
"09/03/2019","1.8059","1.8242","1.8414","1.7806","39.25K","-0.30%"
"09/02/2019","1.8114","1.8309","1.8402","1.8020","","-1.06%"
"09/01/2019","1.8308","1.8224","1.8329","1.8224","","-0.35%"
"08/30/2019","1.8373","1.8671","1.8734","1.8163","58.78K","-1.75%"
"08/29/2019","1.8700","1.8575","1.8735","1.8504","60.65K","0.67%"
"08/28/2019","1.8575","1.8395","1.8700","1.8320","71.74K","1.89%"
"08/27/2019","1.8230","1.8024","1.8405","1.8024","81.91K","1.24%"
"08/26/2019","1.8007","1.8018","1.8456","1.7973","64.83K","-1.25%"
"08/23/2019","1.8235","1.8480","1.8528","1.8045","66.71K","-1.35%"
"08/22/2019","1.8484","1.8642","1.8755","1.8401","55.07K","-0.84%"
"08/21/2019","1.8641","1.8588","1.8871","1.8565","52.98K","0.19%"
"08/20/2019","1.8606","1.8408","1.8643","1.8295","52.82K","1.14%"
"08/19/2019","1.8397","1.8155","1.8443","1.8155","30.86K","1.09%"
"08/16/2019","1.8199","1.8190","1.8417","1.8108","30.09K","0.07%"
"08/15/2019","1.8186","1.8444","1.8510","1.8109","41.76K","-1.77%"
"08/14/2019","1.8514","1.8802","1.8822","1.8165","40.61K","-1.76%"
"08/13/2019","1.8845","1.8092","1.8905","1.7983","35.68K","3.97%"
"08/12/2019","1.8125","1.8023","1.8226","1.7995","28.42K","-0.13%"
"08/09/2019","1.8148","1.7915","1.8281","1.7794","36.41K","1.78%"
"08/08/2019","1.7831","1.7821","1.7961","1.7636","40.16K","1.35%"
"08/07/2019","1.7593","1.8232","1.8354","1.7515","56.63K","-3.82%"
"08/06/2019","1.8292","1.8468","1.8616","1.8233","34.23K","-0.66%"
"08/05/2019","1.8414","1.8835","1.8852","1.8360","30.44K","-2.89%"
"08/02/2019","1.8962","1.8855","1.9193","1.8750","33.11K","1.97%"
"08/01/2019","1.8595","1.9599","1.9648","1.8485","37.83K","-5.64%"
"07/31/2019","1.9707","1.9634","1.9747","1.9512","71.21K","0.93%"
"07/30/2019","1.9526","1.9219","1.9651","1.9211","61.18K","1.68%"
"07/29/2019","1.9203","1.9119","1.9281","1.9053","51.80K","0.37%"
"07/26/2019","1.9133","1.9161","1.9323","1.9083","51.26K","-0.49%"
"07/25/2019","1.9227","1.9153","1.9373","1.9144","46.04K","0.29%"
"07/24/2019","1.9172","1.9333","1.9551","1.9004","59.74K","-0.65%"
"07/23/2019","1.9297","1.9080","1.9387","1.8934","49.79K","1.17%"
"07/22/2019","1.9073","1.9025","1.9353","1.9008","46.42K","0.56%"
"07/19/2019","1.8967","1.8891","1.9149","1.8786","52.31K","1.43%"
"07/18/2019","1.8699","1.9023","1.9222","1.8596","52.35K","-1.63%"
"07/17/2019","1.9009","1.9060","1.9385","1.8940","39.84K","-0.64%"
"07/16/2019","1.9131","1.9522","1.9816","1.9003","38.57K","-2.39%"
"07/15/2019","1.9599","1.9826","1.9947","1.9529","34.10K","-1.35%"
"07/12/2019","1.9867","1.9874","1.9958","1.9776","31.61K","0.06%"
"07/11/2019","1.9855","1.9959","2.0240","1.9825","43.73K","-0.62%"
"07/10/2019","1.9978","1.9212","2.0005","1.9212","47.09K","4.19%"
"07/09/2019","1.9174","1.8978","1.9283","1.8942","36.03K","0.79%"
"07/08/2019","1.9023","1.9140","1.9264","1.8957","30.74K","-0.46%"
"07/05/2019","1.9111","1.9098","1.9173","1.8768","22.83K","1.30%"
"07/04/2019","1.8866","1.9028","1.9066","1.8786","","-1.03%"
"07/03/2019","1.9063","1.9028","1.9155","1.8822","32.31K","0.68%"
"07/02/2019","1.8935","1.9599","1.9680","1.8892","27.54K","-3.44%"
"07/01/2019","1.9610","1.9634","1.9964","1.9407","22.38K","1.11%"
"06/28/2019","1.9394","1.9600","1.9730","1.9240","56.54K","-1.11%"
"06/27/2019","1.9612","1.9748","1.9766","1.9545","63.64K","-0.86%"
"06/26/2019","1.9782","1.9452","1.9851","1.9430","76.28K","2.45%"
"06/25/2019","1.9309","1.9148","1.9500","1.8989","58.50K","0.77%"
"06/24/2019","1.9162","1.9302","1.9409","1.8966","65.75K","-0.31%"
"06/21/2019","1.9221","1.8990","1.9369","1.8828","81.01K","1.62%"
"06/20/2019","1.8914","1.8432","1.9092","1.8408","67.25K","3.04%"
"06/19/2019","1.8356","1.8365","1.8524","1.8239","49.95K","0.05%"
"06/18/2019","1.8346","1.8088","1.8498","1.7874","44.25K","1.56%"
"06/17/2019","1.8065","1.8340","1.8430","1.8019","31.04K","-1.60%"
"06/14/2019","1.8358","1.8142","1.8467","1.8068","44.13K","1.15%"
"06/13/2019","1.8150","1.7837","1.8449","1.7801","43.81K","1.57%"
"06/12/2019","1.7870","1.8244","1.8262","1.7790","45.20K","-2.29%"
"06/11/2019","1.8289","1.8168","1.8383","1.8125","45.34K","0.88%"
"06/10/2019","1.8129","1.8316","1.8485","1.8075","27.22K","-1.02%"
"06/07/2019","1.8316","1.8070","1.8401","1.7986","34.59K","2.05%"
"06/06/2019","1.7948","1.7827","1.8155","1.7591","25.20K","0.54%"
"06/05/2019","1.7852","1.8103","1.8215","1.7465","34.71K","-2.26%"
"06/04/2019","1.8265","1.8089","1.8311","1.7871","41.17K","0.84%"
"06/03/2019","1.8113","1.8457","1.8607","1.8013","48.35K","-1.58%"
"05/31/2019","1.8404","1.9164","1.9196","1.8274","71.65K","-4.06%"
"05/30/2019","1.9183","1.9753","1.9809","1.9111","77.29K","-2.59%"
"05/29/2019","1.9693","1.9923","1.9934","1.9471","67.21K","-1.23%"
"05/28/2019","1.9938","1.9840","2.0219","1.9701","89.17K","-0.56%"
"05/27/2019","2.0050","1.9855","2.0090","1.9699","","0.95%"
"05/26/2019","1.9861","1.9840","1.9893","1.9834","","0.72%"
"05/24/2019","1.9720","1.9666","1.9897","1.9438","67.22K","0.45%"
"05/23/2019","1.9631","2.0449","2.0483","1.9500","93.46K","-4.27%"
"05/22/2019","2.0506","2.0786","2.0797","2.0305","69.57K","-1.54%"
"05/21/2019","2.0827","2.0791","2.0883","2.0691","58.85K","0.35%"
"05/20/2019","2.0754","2.0963","2.1191","2.0706","49.83K","-1.00%"
"05/17/2019","2.0963","2.1274","2.1330","2.0886","44.23K","-1.29%"
"05/16/2019","2.1236","2.0917","2.1381","2.0917","50.98K","1.71%"
"05/15/2019","2.0879","2.0527","2.0966","2.0471","36.61K","1.26%"
"05/14/2019","2.0620","2.0317","2.0713","2.0285","29.88K","1.05%"
"05/13/2019","2.0405","2.0572","2.1090","2.0295","42.36K","-0.56%"
"05/10/2019","2.0520","2.0429","2.0670","2.0425","33.25K","0.33%"
"05/09/2019","2.0452","2.0583","2.0608","2.0238","39.11K","-0.59%"
"05/08/2019","2.0573","2.0370","2.0696","2.0298","37.15K","0.87%"
"05/07/2019","2.0395","2.0631","2.0731","2.0237","41.60K","-1.47%"
"05/06/2019","2.0700","2.0642","2.0894","2.0278","26.72K","-0.08%"
"05/03/2019","2.0717","2.0685","2.0928","2.0556","31.45K","-0.34%"
"05/02/2019","2.0788","2.0960","2.0987","2.0498","45.08K","-0.87%"
"05/01/2019","2.0970","2.0715","2.1005","2.0651","27.78K","0.92%"
"04/30/2019","2.0779","2.0547","2.0938","2.0464","59.55K","1.17%"
"04/29/2019","2.0539","2.0444","2.0705","2.0301","60.39K","0.08%"
"04/26/2019","2.0522","2.0992","2.1022","2.0246","78.71K","-2.30%"
"04/25/2019","2.1005","2.0982","2.1193","2.0886","53.97K","-0.01%"
"04/24/2019","2.1008","2.1139","2.1180","2.0973","49.66K","-0.92%"
"04/23/2019","2.1202","2.1120","2.1233","2.1080","59.10K","0.65%"
"04/22/2019","2.1066","2.0695","2.1268","2.0695","56.41K","1.57%"
"04/18/2019","2.0740","2.0718","2.0839","2.0633","47.87K","0.13%"
"04/17/2019","2.0714","2.0855","2.0940","2.0692","43.58K","-0.60%"
"04/16/2019","2.0840","2.0666","2.0875","2.0527","35.30K","1.02%"
"04/15/2019","2.0629","2.0728","2.0728","2.0493","24.12K","-0.48%"
"04/12/2019","2.0728","2.0762","2.0894","2.0676","37.82K","0.23%"
"04/11/2019","2.0681","2.0902","2.0902","2.0606","53.73K","-1.01%"
"04/10/2019","2.0892","2.0575","2.0910","2.0520","61.56K","2.01%"
"04/09/2019","2.0480","2.0650","2.0669","2.0420","45.62K","-0.56%"
"04/08/2019","2.0595","2.0513","2.0652","2.0464","44.17K","0.70%"
"04/05/2019","2.0452","2.0154","2.0495","2.0055","36.93K","1.42%"
"04/04/2019","2.0166","2.0111","2.0323","1.9952","31.84K","0.27%"
"04/03/2019","2.0111","2.0127","2.0256","1.9936","38.39K","-0.08%"
"04/02/2019","2.0127","1.9929","2.0173","1.9901","34.02K","1.04%"
"04/01/2019","1.9919","1.9770","2.0044","1.9746","33.97K","1.04%"
"03/29/2019","1.9714","1.9747","2.0009","1.9665","51.43K","0.04%"
"03/28/2019","1.9707","1.9826","1.9829","1.9380","58.99K","-0.54%"
"03/27/2019","1.9814","1.9928","1.9981","1.9692","58.62K","-0.49%"
"03/26/2019","1.9911","1.9817","2.0000","1.9810","52.58K","0.49%"
"03/25/2019","1.9814","1.9613","1.9916","1.9466","54.05K","0.74%"
"03/22/2019","1.9668","1.9848","1.9897","1.9369","72.84K","-1.15%"
"03/21/2019","1.9897","2.0038","2.0155","1.9805","55.20K","-1.02%"
"03/20/2019","2.0103","1.9891","2.0155","1.9764","57.18K","0.97%"
"03/19/2019","1.9910","1.9708","2.0000","1.9680","55.80K","0.94%"
"03/18/2019","1.9725","1.9646","1.9831","1.9561","39.38K","0.08%"
"03/15/2019","1.9710","1.9856","1.9973","1.9512","33.99K","-0.83%"
"03/14/2019","1.9874","1.9958","2.0061","1.9785","47.53K","-0.35%"
"03/13/2019","1.9944","1.9872","2.0015","1.9798","72.87K","0.41%"
"03/12/2019","1.9862","1.9921","2.0134","1.9750","96.27K","-0.27%"
"03/11/2019","1.9916","1.9909","2.0088","1.9815","74.45K","-0.11%"
"03/08/2019","1.9938","2.0002","2.0017","1.9418","46.83K","-0.72%"
"03/07/2019","2.0082","2.0081","2.0304","1.9942","28.45K","-0.13%"
"03/06/2019","2.0109","2.0056","2.0194","1.9950","28.53K","-0.04%"
"03/05/2019","2.0117","2.0061","2.0181","1.9869","25.13K","0.12%"
"03/04/2019","2.0092","1.9936","2.0311","1.9933","29.54K","0.70%"
"03/01/2019","1.9953","2.0246","2.0420","1.9743","26.25K","-1.58%"
"02/28/2019","2.0273","2.0228","2.0368","2.0047","56.28K","0.26%"
"02/27/2019","2.0221","2.0076","2.0333","1.9967","63.32K","1.20%"
"02/26/2019","1.9981","1.9782","2.0120","1.9688","56.51K","1.18%"
"02/25/2019","1.9748","2.0291","2.0402","1.9687","62.54K","-2.72%"
"02/22/2019","2.0301","2.0309","2.0448","2.0247","47.81K","-0.23%"
"02/21/2019","2.0347","2.0184","2.0361","2.0090","67.25K","0.82%"
"02/20/2019","2.0181","1.9990","2.0280","1.9795","52.66K","1.11%"
"02/19/2019","1.9960","2.0213","2.0290","1.9863","93.29K","-1.12%"
"02/18/2019","2.0187","2.0225","2.0319","2.0085","","-0.22%"
"02/17/2019","2.0231","2.0224","2.0264","2.0204","","0.32%"
"02/15/2019","2.0167","1.9695","2.0205","1.9686","57.61K","2.51%"
"02/14/2019","1.9674","1.9363","1.9726","1.9305","56.74K","1.64%"
"02/13/2019","1.9357","1.9119","1.9487","1.9100","50.91K","1.72%"
"02/12/2019","1.9029","1.8897","1.9298","1.8861","49.20K","0.89%"
"02/11/2019","1.8861","1.9032","1.9130","1.8785","42.78K","-0.79%"
"02/08/2019","1.9011","1.8942","1.9117","1.8754","46.92K","0.40%"
"02/07/2019","1.8936","1.9047","1.9094","1.8625","47.65K","-0.64%"
"02/06/2019","1.9058","1.8905","1.9119","1.8678","35.33K","0.81%"
"02/05/2019","1.8905","1.9050","1.9152","1.8840","27.28K","-0.52%"
"02/04/2019","1.9003","1.9095","1.9302","1.8749","33.59K","-0.37%"
"02/01/2019","1.9073","1.8718","1.9118","1.8550","31.69K","1.59%"
"01/31/2019","1.8774","1.9000","1.9297","1.8716","78.75K","-1.03%"
"01/30/2019","1.8969","1.8928","1.9186","1.8855","68.80K","0.13%"
"01/29/2019","1.8945","1.8367","1.9012","1.8313","85.01K","3.27%"
"01/28/2019","1.8346","1.8843","1.8855","1.8280","81.47K","-2.76%"
"01/25/2019","1.8867","1.8813","1.8987","1.8690","52.37K","0.36%"
"01/24/2019","1.8799","1.8812","1.8933","1.8596","58.31K","-0.19%"
"01/23/2019","1.8834","1.8944","1.9166","1.8620","65.31K","-0.52%"
"01/22/2019","1.8932","1.9065","1.9195","1.8603","68.27K","-1.62%"
"01/21/2019","1.9244","1.9072","1.9270","1.9026","","0.91%"
"01/20/2019","1.9070","1.9163","1.9166","1.9055","","-0.08%"
"01/18/2019","1.9085","1.8775","1.9149","1.8741","49.05K","1.64%"
"01/17/2019","1.8777","1.8862","1.8862","1.8474","31.57K","-0.57%"
"01/16/2019","1.8885","1.8635","1.8918","1.8516","50.04K","1.26%"
"01/15/2019","1.8650","1.8479","1.8703","1.8434","51.64K","1.23%"
"01/14/2019","1.8424","1.8793","1.8933","1.8392","71.63K","-1.57%"
"01/11/2019","1.8718","1.8939","1.9178","1.8655","47.46K","-1.51%"
"01/10/2019","1.9005","1.8755","1.9034","1.8545","47.10K","1.37%"
"01/09/2019","1.8748","1.8130","1.8816","1.8130","48.70K","3.04%"
"01/08/2019","1.8194","1.7801","1.8218","1.7690","41.44K","2.71%"
"01/07/2019","1.7714","1.7711","1.8160","1.7690","34.97K","0.59%"
"01/04/2019","1.7610","1.7215","1.7946","1.7142","31.68K","1.64%"
"01/03/2019","1.7326","1.6845","1.7375","1.6731","31.23K","2.35%"
"01/02/2019","1.6928","1.6795","1.7400","1.6337","33.88K","0.43%"
"01/01/2019","1.6856","1.6891","1.6922","1.6856","","0.37%"
